GEOID,route_id,n_stops,best_headway_min,total_trips,route_short_name,route_long_name,route_type
12086002202,30719,9,10.588235294117647,148,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086002300,28824,14,45.0,43,MIALIB,City of Miami - Liberty City Route,3
12086002300,30404,10,30.0,56,12,NORTHSIDE - MERCY HOSP.,3
12086002300,30408,9,12.857142857142858,66,17,163 ST TERM-VIZ VIA 17 AV,3
12086002300,30410,7,30.0,40,21,NORTHSIDE - DOWNTOWN,3
12086002300,30719,8,10.588235294117647,133,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086002402,23903,17,10.0,171,MIAALP,City of Miami - Allapattah Route,3
12086002402,30408,11,22.5,77,17,163 ST TERM-VIZ VIA 17 AV,3
12086002402,30409,15,30.0,88,20,AIRPORT STATION TO LINCOLN RD,3
12086002402,30411,7,30.0,39,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086002402,30415,6,13.846153846153847,72,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086002402,30416,15,30.0,86,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086002403,30411,10,30.0,59,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086002403,30415,6,13.846153846153847,71,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086002403,30418,8,15.0,88,36,DORAL-AIRPORT-MIAMI BEACH VIA 36 ST,3
12086002404,30408,15,13.846153846153847,110,17,163 ST TERM-VIZ VIA 17 AV,3
12086002404,30411,11,15.0,71,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086002404,30418,10,15.0,110,36,DORAL-AIRPORT-MIAMI BEACH VIA 36 ST,3
12086002404,30435,1,120.0,1,95,I-95 GOLDEN GLADES EXPRESS,3
12086002404,30979,2,5.0,69,2600,REGULAR METRORAIL SERVICE,2
12086002501,28824,3,30.0,14,MIALIB,City of Miami - Liberty City Route,3
12086002501,30404,7,16.363636363636363,46,12,NORTHSIDE - MERCY HOSP.,3
12086002501,30408,10,22.5,69,17,163 ST TERM-VIZ VIA 17 AV,3
12086002501,30410,7,15.0,46,21,NORTHSIDE - DOWNTOWN,3
12086002501,30418,9,8.181818181818182,109,36,DORAL-AIRPORT-MIAMI BEACH VIA 36 ST,3
12086002501,30979,2,5.0,70,2600,REGULAR METRORAIL SERVICE,2
12086002502,28824,3,45.0,10,MIALIB,City of Miami - Liberty City Route,3
12086002502,30404,2,30.0,11,12,NORTHSIDE - MERCY HOSP.,3
12086002502,30408,3,22.5,21,17,163 ST TERM-VIZ VIA 17 AV,3
12086002502,30410,2,30.0,11,21,NORTHSIDE - DOWNTOWN,3
12086002502,30418,13,15.0,141,36,DORAL-AIRPORT-MIAMI BEACH VIA 36 ST,3
12086002502,30719,10,10.0,170,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086002502,30979,2,5.0,70,2600,REGULAR METRORAIL SERVICE,2
12086002600,23904,11,10.588235294117647,109,MIABIS,City of Miami - Biscayne Route,3
12086002600,28826,14,30.0,78,MIAWYNW,City of Miami - Wynwood Route,3
12086002600,29124,7,18.0,34,MIAHAIT,City of Miami Little Haiti Trolley,3
12086002600,30398,9,20.0,74,2,DOWNTOWN- NE 84 ST VIA NW 2 AVE,3
12086002600,30399,2,15.0,23,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086002600,30402,7,10.0,118,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086002600,30418,12,15.0,130,36,DORAL-AIRPORT-MIAMI BEACH VIA 36 ST,3
12086002600,30718,2,36.0,10,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086002600,30719,5,10.588235294117647,83,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086002702,14456,3,2.5,144,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086002702,23903,8,10.0,85,MIAALP,City of Miami - Allapattah Route,3
12086002702,23904,22,10.588235294117647,203,MIABIS,City of Miami - Biscayne Route,3
12086002702,28826,11,16.363636363636363,67,MIAWYNW,City of Miami - Wynwood Route,3
12086002702,29124,2,18.0,14,MIAHAIT,City of Miami Little Haiti Trolley,3
12086002702,30399,20,15.0,230,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086002702,30402,21,10.0,362,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086002702,30405,1,15.0,12,14,MT SINAI TO OMNI TERMINAL,3
12086002702,30406,1,16.363636363636363,11,15,OMNI TO MIAMI BEACH VIA VENETIAN,3
12086002702,30409,11,15.0,72,20,AIRPORT STATION TO LINCOLN RD,3
12086002702,30416,10,16.363636363636363,60,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086002702,30418,3,15.0,32,36,DORAL-AIRPORT-MIAMI BEACH VIA 36 ST,3
12086002702,30718,8,36.0,39,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086002705,30399,7,15.0,79,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086002705,30418,3,16.363636363636363,31,36,DORAL-AIRPORT-MIAMI BEACH VIA 36 ST,3
12086002705,30718,3,36.0,15,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086002707,23904,3,18.0,28,MIABIS,City of Miami - Biscayne Route,3
12086002707,30399,6,16.363636363636363,66,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086002707,30718,2,36.0,10,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086002708,23904,7,18.0,62,MIABIS,City of Miami - Biscayne Route,3
12086002708,30399,6,15.0,69,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086002709,23904,7,20.0,60,MIABIS,City of Miami - Biscayne Route,3
12086002709,28826,1,30.0,6,MIAWYNW,City of Miami - Wynwood Route,3
12086002709,30399,5,15.0,59,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086002709,30409,4,30.0,24,20,AIRPORT STATION TO LINCOLN RD,3
12086002709,30416,5,30.0,27,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086002709,30718,2,36.0,10,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086002710,14456,1,2.5,72,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086002710,23903,2,10.0,28,MIAALP,City of Miami - Allapattah Route,3
12086002710,23904,4,20.0,36,MIABIS,City of Miami - Biscayne Route,3
12086002710,28826,3,16.363636363636363,23,MIAWYNW,City of Miami - Wynwood Route,3
12086002710,30399,3,15.0,36,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086002710,30405,1,15.0,12,14,MT SINAI TO OMNI TERMINAL,3
12086002710,30406,11,16.363636363636363,63,15,OMNI TO MIAMI BEACH VIA VENETIAN,3
12086002710,30409,2,15.0,18,20,AIRPORT STATION TO LINCOLN RD,3
12086002710,30416,2,16.363636363636363,16,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086002710,30718,2,36.0,9,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086002800,23903,2,18.0,19,MIAALP,City of Miami - Allapattah Route,3
12086002800,23904,3,18.0,28,MIABIS,City of Miami - Biscayne Route,3
12086002800,28826,12,30.0,66,MIAWYNW,City of Miami - Wynwood Route,3
12086002800,30398,8,20.0,68,2,DOWNTOWN- NE 84 ST VIA NW 2 AVE,3
12086002800,30409,9,30.0,54,20,AIRPORT STATION TO LINCOLN RD,3
12086002800,30416,9,30.0,49,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086002800,30719,3,10.588235294117647,51,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086002900,23903,15,18.0,143,MIAALP,City of Miami - Allapattah Route,3
12086002900,23907,4,18.0,25,MIAHLT,City of Miami - Health District Rte,3
12086002900,23908,4,18.0,25,MIAOVT,City of Miami - Overtown Route,3
12086002900,23910,4,36.0,14,MIASTA,City of Miami - Stadium Route,3
12086002900,30404,8,30.0,48,12,NORTHSIDE - MERCY HOSP.,3
12086002900,30408,8,22.5,55,17,163 ST TERM-VIZ VIA 17 AV,3
12086002900,30409,11,16.363636363636363,67,20,AIRPORT STATION TO LINCOLN RD,3
12086002900,30410,11,30.0,60,21,NORTHSIDE - DOWNTOWN,3
12086002900,30416,12,30.0,66,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086002900,30435,3,18.0,24,95,I-95 GOLDEN GLADES EXPRESS,3
12086002900,30719,9,10.588235294117647,153,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086002900,30979,2,5.0,70,2600,REGULAR METRORAIL SERVICE,2
12086003001,23903,8,18.0,76,MIAALP,City of Miami - Allapattah Route,3
12086003001,23907,15,18.0,80,MIAHLT,City of Miami - Health District Rte,3
12086003001,23908,18,18.0,95,MIAOVT,City of Miami - Overtown Route,3
12086003001,23910,15,36.0,46,MIASTA,City of Miami - Stadium Route,3
12086003001,30400,4,15.0,45,7,DOWNTOWN-DOLPH MALL/AIRPORT VIA 7ST,3
12086003001,30404,11,30.0,66,12,NORTHSIDE - MERCY HOSP.,3
12086003001,30409,6,16.363636363636363,40,20,AIRPORT STATION TO LINCOLN RD,3
12086003001,30410,13,30.0,73,21,NORTHSIDE - DOWNTOWN,3
12086003001,30416,7,30.0,38,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086003001,30435,10,12.857142857142858,86,95,I-95 GOLDEN GLADES EXPRESS,3
12086003001,30719,17,10.588235294117647,289,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086003001,30979,6,5.0,210,2600,REGULAR METRORAIL SERVICE,2
12086003004,23903,9,18.0,86,MIAALP,City of Miami - Allapattah Route,3
12086003004,23907,12,36.0,60,MIAHLT,City of Miami - Health District Rte,3
12086003004,23910,14,36.0,54,MIASTA,City of Miami - Stadium Route,3
12086003004,30404,10,30.0,60,12,NORTHSIDE - MERCY HOSP.,3
12086003004,30408,10,25.714285714285715,61,17,163 ST TERM-VIZ VIA 17 AV,3
12086003004,30409,6,16.363636363636363,38,20,AIRPORT STATION TO LINCOLN RD,3
12086003004,30410,3,30.0,17,21,NORTHSIDE - DOWNTOWN,3
12086003004,30416,7,30.0,39,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086003004,30435,14,12.857142857142858,132,95,I-95 GOLDEN GLADES EXPRESS,3
12086003004,30979,4,5.0,140,2600,REGULAR METRORAIL SERVICE,2
12086003005,23903,7,10.0,75,MIAALP,City of Miami - Allapattah Route,3
12086003005,30409,8,30.0,48,20,AIRPORT STATION TO LINCOLN RD,3
12086003005,30411,4,30.0,22,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086003005,30415,2,13.846153846153847,24,27,COCO GROVE-MIA GARDENS VIA NW 27 AV,3
12086003005,30416,8,30.0,48,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086003006,23903,10,18.0,95,MIAALP,City of Miami - Allapattah Route,3
12086003006,30408,10,25.714285714285715,61,17,163 ST TERM-VIZ VIA 17 AV,3
12086003006,30409,9,30.0,52,20,AIRPORT STATION TO LINCOLN RD,3
12086003006,30411,4,30.0,22,22,MDC NORTH-COCO GROVE VIA 22 AVE,3
12086003006,30416,9,30.0,50,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086003100,23903,18,18.0,171,MIAALP,City of Miami - Allapattah Route,3
12086003100,23907,2,36.0,10,MIAHLT,City of Miami - Health District Rte,3
12086003100,23908,5,18.0,30,MIAOVT,City of Miami - Overtown Route,3
12086003100,23910,2,36.0,7,MIASTA,City of Miami - Stadium Route,3
12086003100,28826,6,30.0,32,MIAWYNW,City of Miami - Wynwood Route,3
12086003100,30398,12,20.0,104,2,DOWNTOWN- NE 84 ST VIA NW 2 AVE,3
12086003100,30409,14,30.0,84,20,AIRPORT STATION TO LINCOLN RD,3
12086003100,30410,10,30.0,60,21,NORTHSIDE - DOWNTOWN,3
12086003100,30416,15,30.0,82,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086003100,30719,12,10.588235294117647,204,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086003400,14456,1,2.5,72,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086003400,14457,1,2.5,72,MMI,METROMOVER INNER LOOP,0
12086003400,23903,4,18.0,38,MIAALP,City of Miami - Allapattah Route,3
12086003400,23908,12,36.0,60,MIAOVT,City of Miami - Overtown Route,3
12086003400,30398,12,20.0,106,2,DOWNTOWN- NE 84 ST VIA NW 2 AVE,3
12086003400,30400,10,15.0,107,7,DOWNTOWN-DOLPH MALL/AIRPORT VIA 7ST,3
12086003400,30410,14,30.0,84,21,NORTHSIDE - DOWNTOWN,3
12086003400,30435,2,9.473684210526315,38,95,I-95 GOLDEN GLADES EXPRESS,3
12086003400,30470,2,45.0,8,836,DOLPHIN PARK-AND-RIDE TO DOWNTOWN,3
12086003400,30471,2,45.0,8,837,TAMIAMI PARK-AND-RIDE TO DOWNTOWN,3
12086003400,30719,6,10.588235294117647,102,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086003400,30979,4,5.0,141,2600,REGULAR METRORAIL SERVICE,2
12086003603,28827,3,18.0,28,MIAHAVA,City of Miami - Little Havana Route,3
12086003603,30400,1,18.0,10,7,DOWNTOWN-DOLPH MALL/AIRPORT VIA 7ST,3
12086003603,30403,5,12.0,71,11,FIU-DOWNTOWN VIA FLAGLER ST,3
12086003603,30453,2,18.0,20,207,LITTLE HAVANA CONNECTION,3
12086003603,30454,3,16.363636363636363,33,208,LITTLE HAVANA CONNECTION,3
12086003603,30719,5,10.0,88,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086003604,28827,2,20.0,18,MIAHAVA,City of Miami - Little Havana Route,3
12086003604,30401,2,16.363636363636363,22,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086003604,30403,6,12.0,85,11,FIU-DOWNTOWN VIA FLAGLER ST,3
12086003604,30453,5,15.0,54,207,LITTLE HAVANA CONNECTION,3
12086003604,30454,3,16.363636363636363,33,208,LITTLE HAVANA CONNECTION,3
12086003605,23906,1,25.714285714285715,7,MIACOR,City of Miami - Coral Way Route,3
12086003605,28827,5,18.0,50,MIAHAVA,City of Miami - Little Havana Route,3
12086003605,30401,3,15.0,34,8,BRICKELL-107AV/WSTCHSTR VIA SW 8 ST,3
12086003605,30403,2,12.857142857142858,28,11,FIU-DOWNTOWN VIA FLAGLER ST,3
12086003605,30453,4,15.0,46,207,LITTLE HAVANA CONNECTION,3
12086003605,30454,1,16.363636363636363,11,208,LITTLE HAVANA CONNECTION,3
12086003605,30719,1,10.0,18,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086003606,14456,2,1.25,216,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086003606,14457,2,1.25,216,MMI,METROMOVER INNER LOOP,0
12086003606,23906,2,25.714285714285715,14,MIACOR,City of Miami - Coral Way Route,3
12086003606,23908,2,36.0,10,MIAOVT,City of Miami - Overtown Route,3
12086003606,28827,3,18.0,30,MIAHAVA,City of Miami - Little Havana Route,3
12086003606,30398,8,10.588235294117647,76,2,DOWNTOWN- NE 84 ST VIA NW 2 AVE,3
12086003606,30399,1,7.5,24,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086003606,30400,14,15.0,148,7,DOWNTOWN-DOLPH MALL/AIRPORT VIA 7ST,3
12086003606,30402,1,5.0,36,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086003606,30403,2,6.428571428571429,42,11,FIU-DOWNTOWN VIA FLAGLER ST,3
12086003606,30410,10,16.363636363636363,65,21,NORTHSIDE - DOWNTOWN,3
12086003606,30435,3,9.473684210526315,56,95,I-95 GOLDEN GLADES EXPRESS,3
12086003606,30437,2,4.7368421052631575,58,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086003606,30438,2,15.0,18,101,MT SINAI HOSP - DOWNTOWN VIA ALTON,3
12086003606,30453,5,18.0,49,207,LITTLE HAVANA CONNECTION,3
12086003606,30454,5,15.0,60,208,LITTLE HAVANA CONNECTION,3
12086003606,30455,3,9.0,41,211,SWEETWATER-DOWNTOWN VIA FLAGLER ST,3
12086003606,30470,3,45.0,12,836,DOLPHIN PARK-AND-RIDE TO DOWNTOWN,3
12086003606,30471,3,45.0,12,837,TAMIAMI PARK-AND-RIDE TO DOWNTOWN,3
12086003606,30718,1,18.0,10,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086003606,30719,7,5.294117647058823,139,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086003606,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086003607,23908,9,36.0,45,MIAOVT,City of Miami - Overtown Route,3
12086003607,30400,5,15.0,56,7,DOWNTOWN-DOLPH MALL/AIRPORT VIA 7ST,3
12086003607,30410,6,30.0,36,21,NORTHSIDE - DOWNTOWN,3
12086003607,30719,8,10.0,137,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086003607,30979,2,5.0,70,2600,REGULAR METRORAIL SERVICE,2
12086003703,14456,6,5.0,216,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086003703,14457,4,2.5,288,MMI,METROMOVER INNER LOOP,0
12086003703,23904,5,20.0,42,MIABIS,City of Miami - Biscayne Route,3
12086003703,23906,1,30.0,6,MIACOR,City of Miami - Coral Way Route,3
12086003703,30399,4,15.0,48,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086003703,30435,1,5.294117647058823,34,95,I-95 GOLDEN GLADES EXPRESS,3
12086003703,30437,3,9.0,60,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086003703,30438,4,30.0,24,101,MT SINAI HOSP - DOWNTOWN VIA ALTON,3
12086003703,30470,1,22.5,8,836,DOLPHIN PARK-AND-RIDE TO DOWNTOWN,3
12086003703,30471,1,25.714285714285715,7,837,TAMIAMI PARK-AND-RIDE TO DOWNTOWN,3
12086003703,30718,4,30.0,24,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086003704,14456,9,2.5,360,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086003704,14457,3,2.5,216,MMI,METROMOVER INNER LOOP,0
12086003704,23904,6,20.0,50,MIABIS,City of Miami - Biscayne Route,3
12086003704,23906,2,22.5,14,MIACOR,City of Miami - Coral Way Route,3
12086003704,30399,5,15.0,59,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086003704,30400,1,18.0,10,7,DOWNTOWN-DOLPH MALL/AIRPORT VIA 7ST,3
12086003704,30402,1,10.0,18,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086003704,30403,3,12.857142857142858,42,11,FIU-DOWNTOWN VIA FLAGLER ST,3
12086003704,30435,1,5.294117647058823,34,95,I-95 GOLDEN GLADES EXPRESS,3
12086003704,30437,5,9.0,97,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086003704,30438,6,30.0,34,101,MT SINAI HOSP - DOWNTOWN VIA ALTON,3
12086003704,30470,1,22.5,8,836,DOLPHIN PARK-AND-RIDE TO DOWNTOWN,3
12086003704,30471,1,25.714285714285715,7,837,TAMIAMI PARK-AND-RIDE TO DOWNTOWN,3
12086003704,30718,5,30.0,26,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086003704,30719,3,10.588235294117647,51,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086003705,14456,5,2.5,216,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086003705,14457,1,2.5,72,MMI,METROMOVER INNER LOOP,0
12086003705,30398,2,10.588235294117647,25,2,DOWNTOWN- NE 84 ST VIA NW 2 AVE,3
12086003705,30399,2,7.5,36,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086003705,30400,1,18.0,10,7,DOWNTOWN-DOLPH MALL/AIRPORT VIA 7ST,3
12086003705,30402,1,5.0,36,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086003705,30403,3,6.428571428571429,56,11,FIU-DOWNTOWN VIA FLAGLER ST,3
12086003705,30410,2,16.363636363636363,17,21,NORTHSIDE - DOWNTOWN,3
12086003705,30435,2,9.473684210526315,37,95,I-95 GOLDEN GLADES EXPRESS,3
12086003705,30437,3,4.7368421052631575,77,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086003705,30438,3,15.0,24,101,MT SINAI HOSP - DOWNTOWN VIA ALTON,3
12086003705,30453,2,18.0,20,207,LITTLE HAVANA CONNECTION,3
12086003705,30454,2,15.0,24,208,LITTLE HAVANA CONNECTION,3
12086003705,30455,2,9.0,29,211,SWEETWATER-DOWNTOWN VIA FLAGLER ST,3
12086003705,30470,2,45.0,8,836,DOLPHIN PARK-AND-RIDE TO DOWNTOWN,3
12086003705,30471,2,45.0,8,837,TAMIAMI PARK-AND-RIDE TO DOWNTOWN,3
12086003705,30718,2,18.0,14,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086003705,30719,3,5.294117647058823,68,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086003706,14456,3,1.25,288,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086003706,14457,4,1.25,360,MMI,METROMOVER INNER LOOP,0
12086003706,23906,1,22.5,8,MIACOR,City of Miami - Coral Way Route,3
12086003706,30398,3,10.588235294117647,33,2,DOWNTOWN- NE 84 ST VIA NW 2 AVE,3
12086003706,30399,2,7.5,36,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086003706,30400,4,8.181818181818182,56,7,DOWNTOWN-DOLPH MALL/AIRPORT VIA 7ST,3
12086003706,30402,3,5.0,72,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086003706,30403,4,6.428571428571429,70,11,FIU-DOWNTOWN VIA FLAGLER ST,3
12086003706,30410,2,16.363636363636363,17,21,NORTHSIDE - DOWNTOWN,3
12086003706,30435,4,9.473684210526315,75,95,I-95 GOLDEN GLADES EXPRESS,3
12086003706,30437,3,4.7368421052631575,77,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086003706,30438,3,15.0,24,101,MT SINAI HOSP - DOWNTOWN VIA ALTON,3
12086003706,30453,3,18.0,30,207,LITTLE HAVANA CONNECTION,3
12086003706,30454,3,15.0,36,208,LITTLE HAVANA CONNECTION,3
12086003706,30455,2,9.0,29,211,SWEETWATER-DOWNTOWN VIA FLAGLER ST,3
12086003706,30470,4,45.0,16,836,DOLPHIN PARK-AND-RIDE TO DOWNTOWN,3
12086003706,30471,4,45.0,16,837,TAMIAMI PARK-AND-RIDE TO DOWNTOWN,3
12086003706,30718,2,18.0,14,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086003706,30719,4,5.294117647058823,85,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086003706,30979,4,5.0,142,2600,REGULAR METRORAIL SERVICE,2
12086003707,14456,7,2.5,288,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086003707,14457,3,2.5,216,MMI,METROMOVER INNER LOOP,0
12086003707,23904,6,20.0,52,MIABIS,City of Miami - Biscayne Route,3
12086003707,23906,4,22.5,28,MIACOR,City of Miami - Coral Way Route,3
12086003707,30399,6,15.0,70,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086003707,30400,2,8.181818181818182,34,7,DOWNTOWN-DOLPH MALL/AIRPORT VIA 7ST,3
12086003707,30402,4,9.473684210526315,73,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086003707,30403,1,12.857142857142858,14,11,FIU-DOWNTOWN VIA FLAGLER ST,3
12086003707,30437,7,9.0,136,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086003707,30438,7,30.0,38,101,MT SINAI HOSP - DOWNTOWN VIA ALTON,3
12086003707,30718,6,30.0,30,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086003707,30719,1,10.588235294117647,17,77,NORWOOD - DOWNTOWN VIA NW 7 AVE,3
12086003708,14456,2,5.0,72,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086003708,14457,2,2.5,144,MMI,METROMOVER INNER LOOP,0
12086003708,23904,8,20.0,69,MIABIS,City of Miami - Biscayne Route,3
12086003708,23906,2,30.0,12,MIACOR,City of Miami - Coral Way Route,3
12086003708,30399,8,15.0,94,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086003708,30437,8,9.0,157,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086003708,30438,8,30.0,45,101,MT SINAI HOSP - DOWNTOWN VIA ALTON,3
12086003708,30718,8,30.0,42,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086003709,30400,2,15.0,24,7,DOWNTOWN-DOLPH MALL/AIRPORT VIA 7ST,3
12086003709,30435,1,9.473684210526315,19,95,I-95 GOLDEN GLADES EXPRESS,3
12086003709,30470,1,45.0,4,836,DOLPHIN PARK-AND-RIDE TO DOWNTOWN,3
12086003709,30471,1,45.0,4,837,TAMIAMI PARK-AND-RIDE TO DOWNTOWN,3
12086003709,30979,2,5.0,71,2600,REGULAR METRORAIL SERVICE,2
12086003710,14456,12,2.5,504,MMO,METROMOVER OMNI/BRICKELL OUTER LOOP,0
12086003710,14457,1,2.5,72,MMI,METROMOVER INNER LOOP,0
12086003710,23903,10,10.0,104,MIAALP,City of Miami - Allapattah Route,3
12086003710,23904,11,20.0,98,MIABIS,City of Miami - Biscayne Route,3
12086003710,23906,1,22.5,8,MIACOR,City of Miami - Coral Way Route,3
12086003710,28826,6,16.363636363636363,39,MIAWYNW,City of Miami - Wynwood Route,3
12086003710,30399,11,15.0,131,3,AVENTURA-DOWNTOWN VIA BISC.BLVD.,3
12086003710,30400,1,15.0,12,7,DOWNTOWN-DOLPH MALL/AIRPORT VIA 7ST,3
12086003710,30402,8,10.0,141,9,AVENTURA-DOWNTOWN VIA NE 2 AVE,3
12086003710,30405,1,15.0,12,14,MT SINAI TO OMNI TERMINAL,3
12086003710,30406,3,16.363636363636363,22,15,OMNI TO MIAMI BEACH VIA VENETIAN,3
12086003710,30409,2,15.0,18,20,AIRPORT STATION TO LINCOLN RD,3
12086003710,30416,1,16.363636363636363,11,32,MIAMI GRDNS-OMNI VIA NW 32 AVE-20ST,3
12086003710,30437,7,9.0,135,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086003710,30438,7,30.0,38,101,MT SINAI HOSP - DOWNTOWN VIA ALTON,3
12086003710,30718,10,30.0,49,203,DOWNTOWN-AVENTURA VIA BISCAYNE BLVD,3
12086003801,30442,8,16.363636363636363,88,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086003803,30437,8,9.473684210526315,142,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086003803,30442,4,15.0,46,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086003804,30437,13,9.473684210526315,232,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086003804,30442,11,8.181818181818182,140,125,MDC NORTH TO MIAMI BEACH VIA 125 ST,3
12086003906,30432,16,13.846153846153847,190,79,HIALEAH-MIAMI BEACH VIA 79 ST,3
12086003906,30437,16,9.473684210526315,290,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
12086003909,30432,1,16.363636363636363,11,79,HIALEAH-MIAMI BEACH VIA 79 ST,3
12086003909,30437,16,9.473684210526315,283,100,DOWNTOWN-AVENTURA MALL VIA MIABEACH,3
